hero,category,ability_name,hotkey_or_tier,field,value
Zul'jin,talents,Buzzsaw,7,description,"After impact, Guillotine continues forward, dealing 75% damage to enemies hit. If a Hero is killed by Guillotine, Zul'jin is instantly healed to full."
Zul'jin,talents,Buzzsaw,7,slot,2
Zul'jin,talents,Buzzsaw,7,type,Spell Damage / Healing
Zul'jin,talents,Buzzsaw,7,scaling,-
Zul'jin,talents,Buzzsaw,7,affects,Enemies / Self
Zul'jin,talents,Buzzsaw,7,props,Area of Effect
Zul'jin,talents,Buzzsaw,7,hitbox,2.5 x 5.5
Zul'jin,talents,Buzzsaw,7,missile,15.0
Zul'jin,talents,Buzzsaw,7,tickrate,2.0 per second
Zul'jin,talents,Buzzsaw,7,notes,"Buzzsaw's damage is based on the increased damage value from the missing Health bonus. The healing is applied if a Hero dies from any cause within 1.5 seconds after being hit by the initial impact of Guillotine or damage from Buzzsaw. Buzzsaw searches for targets every 0.0625 seconds, but enemies cannot be damaged more often than once every 0.5 seconds. Buzzaw 's damage reduction stacks additively with offensive damage modifiers that can affect its damage."
Zul'jin,talents,Forest Medicine,7,icon,Forest_Medicine_Icon.png
Zul'jin,talents,Forest Medicine,7,description,"Regeneration is no longer Channeled, and cannot be interrupted."
Zul'jin,talents,Forest Medicine,7,slot,3
Zul'jin,talents,A Surprise For Ya,7,icon,A_Surprise_For_Ya_Icon.png
Zul'jin,talents,A Surprise For Ya,7,description,"Basic Attacks bounce to a nearby enemy for 50% damage, prioritizing enemy Heroes."
Zul'jin,talents,A Surprise For Ya,7,slot,4
Zul'jin,talents,A Surprise For Ya,7,type,Physical Damage
Zul'jin,talents,A Surprise For Ya,7,scaling,-
Zul'jin,talents,A Surprise For Ya,7,affects,Enemies
Zul'jin,talents,A Surprise For Ya,7,props,"Attack Modifier, Bounce"
Zul'jin,talents,A Surprise For Ya,7,prop1,Bounce range
Zul'jin,talents,A Surprise For Ya,7,val1,5.0
Zul'jin,talents,A Surprise For Ya,7,notes,"Target is chosen at random within the bounce range. Does not interact with Grievous Throw mark at all and does not give quest progress for You Want Axe?. The bouncing axe damage is affected by flat bonus damage from You Want Axe? and other offensive damage modifiers affecting Zul'jin's Basic Attack damage, including Recklessness, Headhunter, and the Berserker state Zul'jin was in at the moment the primary Basic Attack was fired. The 50% damage reduction stacks multiplicatively with other damage modifiers. Does not bounce to unaggroed Mercenaries."
Abathur,abilities,Locust Strain,TRAIT,icon,Locust_Strain_Icon.png
Abathur,abilities,Locust Strain,TRAIT,description,"Spawns a Locust to attack down the nearest lane every 15 seconds. Locusts last for 16 seconds, have 350 Health and deal 46 damage with each Basic Attack. Locusts deal 25% bonus damage to enemy Structures. Locust ; 15; trait"
Abathur,abilities,Locust Strain,TRAIT,type,Active
Abathur,abilities,Locust Strain,TRAIT,nohr,true
Abathur,abilities,Locust Strain,TRAIT,scaling,4.00% (damage & Health)
Abathur,abilities,Locust Strain,TRAIT,target,Automatic
Abathur,abilities,Locust Strain,TRAIT,prop1,Health
Abathur,abilities,Locust Strain,TRAIT,val1,350
Abathur,abilities,Locust Strain,TRAIT,prop2,Basic Attack damage
Abathur,abilities,Locust Strain,TRAIT,val2,46
Abathur,abilities,Locust Strain,TRAIT,prop3,Attack speed
Abathur,abilities,Locust Strain,TRAIT,val3,1.00
Abathur,abilities,Locust Strain,TRAIT,prop4,Attack range
Abathur,abilities,Locust Strain,TRAIT,val4,1.5
Abathur,abilities,Locust Strain,TRAIT,prop5,Movement Speed
Abathur,abilities,Locust Strain,TRAIT,val5,3.25
Abathur,abilities,Locust Strain,TRAIT,notes,Damage bonus to Structures stacks additively with other offensive damage modifiers that can affect Locusts' Basic Attack damage.
Abathur,abilities,Symbiote,Q,icon,Symbiote_Icon.png
Abathur,abilities,Symbiote,Q,description,"Spawn and attach a Symbiote to a target ally or Structure. While active, Abathur controls the Symbiote, gaining access to new Abilities. The Symbiote is able to gain XP from nearby enemy deaths."
Abathur,abilities,Symbiote,Q,type,Invulnerable summon
Abathur,abilities,Symbiote,Q,affects,Allies
Abathur,abilities,Symbiote,Q,target,Unit target
Abathur,abilities,Symbiote,Q,cast,0.5 + 1.0 seconds
Abathur,abilities,Symbiote,Q,range,Global
Abathur,abilities,Symbiote,Q,notes,"Allied and enemy Symbiote hosts display a crown icon above their portraits on the Minimap. Symbiote will be paused if the allied target enters a Stasis effect. Symbiote can still be canceled in these situations, but no Symbiote Abilities can be used."
Abathur,abilities,Symbiote,Q,cooldown,4
Abathur,abilities,Symbiote - Stab,Q,icon,Stab_Icon.png
Abathur,abilities,Symbiote - Stab,Q,description,Shoots a spike toward target area that deals 119 damage to the first enemy it contacts.; 3 / 1.0
Abathur,abilities,Symbiote - Stab,Q,type,Spell Damage
Abathur,abilities,Symbiote - Stab,Q,scaling,4.00%
Abathur,abilities,Symbiote - Stab,Q,affects,Enemies
Abathur,abilities,Symbiote - Stab,Q,target,Point target
Abathur,abilities,Symbiote - Stab,Q,props,Skillshot
Abathur,abilities,Symbiote - Stab,Q,cast,Instant
Abathur,abilities,Symbiote - Stab,Q,range,8.75
Abathur,abilities,Symbiote - Stab,Q,hitbox,1.25 x 1.75
Abathur,abilities,Symbiote - Stab,Q,missile,25
Abathur,abilities,Symbiote - Stab,Q,notes,Starts with 2 charges.
Abathur,abilities,Symbiote - Spike Burst,W,icon,Spike_Burst_Icon.png
Abathur,abilities,Symbiote - Spike Burst,W,description,Deals 120 damage to nearby enemies.
Abathur,abilities,Symbiote - Spike Burst,W,type,Spell Damage
Abathur,abilities,Symbiote - Spike Burst,W,scaling,4.00%
Abathur,abilities,Symbiote - Spike Burst,W,affects,Enemies
Abathur,abilities,Symbiote - Spike Burst,W,target,No target
Abathur,abilities,Symbiote - Spike Burst,W,props,Area of Effect
Abathur,abilities,Symbiote - Spike Burst,W,cast,Instant
Abathur,abilities,Symbiote - Spike Burst,W,aoe,Circle
Abathur,abilities,Symbiote - Spike Burst,W,radius,4.0
Abathur,abilities,Symbiote - Spike Burst,W,cooldown,6
Abathur,abilities,Symbiote - Carapace,E,icon,Carapace_Icon.png
Abathur,abilities,Symbiote - Carapace,E,description,Shields the assisted ally for 150. Allied Heroes are healed for 22 Health per second while the Shield is active. Lasts for 6 seconds.
Abathur,abilities,Symbiote - Carapace,E,type,Healing / Shield
Abathur,abilities,Symbiote - Carapace,E,scaling,4.00% (both)
Abathur,abilities,Symbiote - Carapace,E,affects,"Non-Structure allied Heroes, Monstrosity / Allies"
Abathur,abilities,Symbiote - Carapace,E,target,No target
Abathur,abilities,Symbiote - Carapace,E,cast,Instant
Abathur,abilities,Symbiote - Carapace,E,tickrate,1.0 per second
Abathur,abilities,Symbiote - Carapace,E,notes,Healing ends immediately if Shield is destroyed.
Abathur,abilities,Symbiote - Carapace,E,cooldown,6
Abathur,abilities,Toxic Nest,W,icon,Toxic_Nest_Icon.png
Abathur,abilities,Toxic Nest,W,description,Spawn a mine that becomes active after a short time. Deals 153 damage and reveals the enemy for 4 seconds. Lasts 90 seconds. Toxic Nest Toxic Nest Explosion
Abathur,abilities,Toxic Nest,W,type,Spell Damage
Abathur,abilities,Toxic Nest,W,scaling,4.00%
Abathur,abilities,Toxic Nest,W,target,Point target
Abathur,abilities,Toxic Nest,W,cast,Instant
Abathur,abilities,Toxic Nest,W,range,70
Abathur,abilities,Toxic Nest,W,notes,"After the arming period Toxic Nest becomes invisible, grants vision around it and is capable of exploding. Invulnerable targets do not affect any Toxic Nests they walk over."
Abathur,abilities,Toxic Nest,W,nohr,true
Abathur,abilities,Toxic Nest,W,props,Area of Effect
Abathur,abilities,Toxic Nest,W,prop1,Health
Abathur,abilities,Toxic Nest,W,val1,80
Abathur,abilities,Toxic Nest,W,prop2,Basic Attack damage
Abathur,abilities,Toxic Nest,W,val2,-
Abathur,abilities,Toxic Nest,W,prop3,Movement Speed
Abathur,abilities,Toxic Nest,W,val3,-
Abathur,abilities,Toxic Nest,W,prop4,Sight radius
Abathur,abilities,Toxic Nest,W,val4,3.5
Abathur,abilities,Toxic Nest,W,prop5,Unit radius
Abathur,abilities,Toxic Nest,W,val5,0.5
Abathur,abilities,Toxic Nest,W,prop6,Arming delay
Abathur,abilities,Toxic Nest,W,val6,5 seconds
Abathur,abilities,Toxic Nest,W,aoe,Circle
Abathur,abilities,Toxic Nest,W,radius,- Trigger: 1.5 - Damage: 2.0
Abathur,abilities,Toxic Nest,W,cooldown,10
Abathur,abilities,Ultimate Evolution,R,icon,Ultimate_Evolution_Icon.png
Abathur,abilities,Ultimate Evolution,R,description,"Clone target allied Hero and control it for 20 seconds. Abathur has perfected the clone, granting it 20% Spell Power, 20% bonus Attack Damage, and 10% bonus Movement Speed. Cannot use their Heroic Ability. Ultimate Evolution Clone ; 70; heroic"
Abathur,abilities,Ultimate Evolution,R,type,Hallucination
Abathur,abilities,Ultimate Evolution,R,affects,Allied Heroes
Abathur,abilities,Ultimate Evolution,R,target,Direct control
Abathur,abilities,Ultimate Evolution,R,props,"Channeled cast (stationary), Stasis"
Abathur,abilities,Ultimate Evolution,R,cast,1 + 0.0625 seconds
Abathur,abilities,Ultimate Evolution,R,range,Global
Abathur,abilities,Ultimate Evolution,R,notes,"Ultimate Evolution Clone is untalented and does not inherit any progress on baseline quests. It is possible to complete baseline quests on the Clone, but any progress and rewards are reset for the next cast. Clone does not gain Ability effects that are unlocked by reaching a certain level, such as Muradin's Storm Bolt pierce. Clone can Mount, use the Healing Fountain and can benefit from, but not directly collect, Regeneration Globes. The Clone can fake channeling Objectives, but it cannot complete the channel to capture the Objective. Some of the Clone's Summons, including Lunara's Wisps, and Nova's Holo Decoys do not expire when the Clone expires or is destroyed. However, Misha and Samuro's Images, Probius Pylons, and Junkrat Mines and Traps exceptionally do expire. There are some limitations and exceptions to cloning certain Heroes: - Deathwing cannot be cloned due to his Trait. - Cloning Cho'gall only grants access to Cho's Abilities. - Cloning a Viking only clones the specific Viking targeted. - D.Va's clone can only use the form she was cloned from. Pilot D.Va's Call Mech is disabled, and activating Self-Destruct in Mech mode immediately returns control to Abathur, leaving the exploding Mech on the Battleground. Additionally, if Ultimate Evolution expires during this time, the Mech will instantly explode as it does. - Kharazim's level 1 Talent is inherited, as it is his Trait, with Insight completed if that Talent was selected. - Murky's Trait, Spawn Egg, is disabled. - Alexstrasza's and Ragnaros's Traits start on full cooldown every time they are copied, making it impossible to use Molten Core and Dragonqueen during the clone's lifetime. - The effects of Jaina's Frostbite, Malthael's Reaper's Mark, Murky's Slime, Sylvanas's Banshee's Curse, Tassadar's Psionic Storm, and Zagara's Creep Tumor do not stack and are instead shared, benefiting both the clone and the cloned Hero regardless of who applied the effect. - Qhira and her Clone can both apply their own instance of Bleed from Blood Rage. However, only the unit who placed the first Bleed stack on the unit may activate Blood Rage on it. Additionally, the stack count and duration are shared among all Bleeds on the target, allowing both Qhira and Abathur to instantly gain the current stack count on the target and increment and extend each other's Bleed stacks on the target. Bleeds placed by the Clone also remain even after when the Clone has expired. - Both Probius and his Ultimate Evolution Clone can fully interact with each other's Pylons and Warp Rifts. - On death effects that change a Heroes state, such as the traits of Uther, Tyrael, and Leoric, are not inherited by the Clone. Other post-death events, such as Junkrat's Total Mayhem, are inherited. The Clone grants no XP or Takedown credit on death. The Clone's Summons do not benefit from this Ability's Spell Power bonus. Attack Damage and Spell Power bonuses stack additively with offensive damage modifiers and healing dealt modifiers."
Abathur,abilities,Ultimate Evolution,R,nohr,true
Abathur,abilities,Ultimate Evolution,R,scaling,-
Abathur,abilities,Ultimate Evolution,R,prop1,Health
Abathur,abilities,Ultimate Evolution,R,val1,100%
Abathur,abilities,Ultimate Evolution,R,prop2,Damage
Abathur,abilities,Ultimate Evolution,R,val2,120%
Abathur,abilities,Ultimate Evolution,R,prop3,Attack speed
Abathur,abilities,Ultimate Evolution,R,val3,100%
Abathur,abilities,Ultimate Evolution,R,prop4,Attack range
Abathur,abilities,Ultimate Evolution,R,val4,100%
Abathur,abilities,Ultimate Evolution,R,prop5,Movement Speed
Abathur,abilities,Ultimate Evolution,R,val5,110%
Abathur,abilities,Ultimate Evolution,R,prop6,Sight radius
Abathur,abilities,Ultimate Evolution,R,val6,100%
Abathur,abilities,Evolve Monstrosity,R,icon,Evolve_Monstrosity_Icon.png
Abathur,abilities,Evolve Monstrosity,R,description,"Turn an allied Minion or Locust into a Monstrosity. When enemy Minions near the Monstrosity die, it gains 2% Health and 2% Basic Attack damage, stacking up to 40 times. The Monstrosity can be healed by Carapace and has the ability to Burrow to a visible location every 80 seconds. Using Symbiote on the Monstrosity allows Abathur to control it, in addition to Symbiote's normal benefits. This Ability can be reactivated to automatically cast Symbiote on his Monstrosity. Monstrosity ; 90; heroic"
Abathur,abilities,Evolve Monstrosity,R,type,Active
Abathur,abilities,Evolve Monstrosity,R,affects,Allied Minions & Locusts
Abathur,abilities,Evolve Monstrosity,R,target,"Automatic, Direct control"
Abathur,abilities,Evolve Monstrosity,R,cast,Instant
Abathur,abilities,Evolve Monstrosity,R,range,Global
Abathur,abilities,Evolve Monstrosity,R,notes,Monstrosity can use Deep Tunnel on an 80 second cooldown. This cooldown is separate from Abathur's. Monstrosity can heal in the Hall of Storms. Damage bonus from Minion kills stacks additively with itself and multiplicatively with offensive damage modifiers that can affect Monstrosity 's Basic Attack damage.
Abathur,abilities,Evolve Monstrosity,R,nohr,true
Abathur,abilities,Evolve Monstrosity,R,scaling,4.00% (damage & Health)
Abathur,abilities,Evolve Monstrosity,R,prop1,Health
Abathur,abilities,Evolve Monstrosity,R,val1,1350
Abathur,abilities,Evolve Monstrosity,R,prop2,Basic Attack damage
Abathur,abilities,Evolve Monstrosity,R,val2,85
Abathur,abilities,Evolve Monstrosity,R,prop3,Attack Speed
Abathur,abilities,Evolve Monstrosity,R,val3,1.0
Abathur,abilities,Evolve Monstrosity,R,prop4,Attack Range
Abathur,abilities,Evolve Monstrosity,R,val4,2.0
Abathur,abilities,Evolve Monstrosity,R,prop5,Movement Speed
Abathur,abilities,Evolve Monstrosity,R,val5,4.0
Abathur,abilities,Evolve Monstrosity,R,prop6,Sight radius
Abathur,abilities,Evolve Monstrosity,R,val6,9.0
Abathur,abilities,Deep Tunnel,Z,icon,Deep-tunnel.png
Abathur,abilities,Deep Tunnel,Z,description,Quickly tunnel to a visible location.
Abathur,abilities,Deep Tunnel,Z,type,Movement: Teleport
Abathur,abilities,Deep Tunnel,Z,affects,Self
Abathur,abilities,Deep Tunnel,Z,target,Point target
Abathur,abilities,Deep Tunnel,Z,props,Channeled cast (stationary)
Abathur,abilities,Deep Tunnel,Z,cast,2.5 (ch) + 0 seconds
Abathur,abilities,Deep Tunnel,Z,range,Global
Abathur,abilities,Deep Tunnel,Z,notes,"Deep Tunnel can be canceled by issuing a ""move"" or ""stop"" command. Deep Tunnel goes on a 10 second cooldown when interrupted by enemy or allied Abilities, including self-canceling. Deep Tunnel has an allied chat announcement upon activation."
Abathur,abilities,Deep Tunnel,Z,cooldown,30
Abathur,talents,Pressurized Glands,1,icon,Pressurized_Glands_Icon.png
Abathur,talents,Pressurized Glands,1,description,Increases the range of Symbiote's Spike Burst by 25% and decreases the cooldown by 1 second.
Abathur,talents,Pressurized Glands,1,slot,1
Abathur,talents,Pressurized Glands,1,prop1,Bonus radius
Abathur,talents,Pressurized Glands,1,val1,1.0
Abathur,talents,Envenomed Nest,1,icon,Envenomed_Nest_Icon.png
Abathur,talents,Envenomed Nest,1,description,Toxic Nests deal 75% more damage over 3 seconds and reduce the Armor of enemy Heroes hit by 10 for 4 seconds.
Abathur,talents,Envenomed Nest,1,slot,2
Abathur,talents,Envenomed Nest,1,type,Spell Damage / Defensive damage modifier
Abathur,talents,Envenomed Nest,1,scaling,4.00%
Abathur,talents,Envenomed Nest,1,affects,Enemies / Enemy Heroes
Abathur,talents,Envenomed Nest,1,props,"Armor reduction, Damage over Time"
Abathur,talents,Envenomed Nest,1,tickrate,1.0 per second (x3)
Abathur,talents,Envenomed Nest,1,prop1,Damage per tick
Abathur,talents,Envenomed Nest,1,val1,38.25
Abathur,talents,Envenomed Nest,1,notes,Damage-over-time from multiple Toxic Nests does not stack.
Abathur,talents,Reinforced Carapace,1,icon,Reinforced Carapace_Icon.png
Abathur,talents,Reinforced Carapace,1,description,Increase the Shield amount of Carapace by 40%.
Abathur,talents,Reinforced Carapace,1,slot,3
Abathur,talents,Reinforced Carapace,1,type,Bonus Shield
Abathur,talents,Reinforced Carapace,1,scaling,-
Abathur,talents,Reinforced Carapace,1,affects,Allies
Abathur,talents,Survival Instincts,1,icon,Survival_Instincts_Icon.png
Abathur,talents,Survival Instincts,1,description,Increases Locust's Health by 100% and damage by 60%.
Abathur,talents,Survival Instincts,1,slot,4
Abathur,talents,Survival Instincts,1,type,"Bonus Health, Offensive damage modifier"
